ID;Expedition;Mode_of_Shipment;Customer_care_calls;Customer_rating;Cost_of_the_Product;Prior_purchases;Product_importance;Gender;Discount_offered;Weight_in_gms;Delay_or_OnTime_Y.N;Province_Code;
380;JNE;Ship;3;2;2887164;3;medium;M;71820;2040;1;28;
381;SiCepat;Ship;3;4;2125872;2;low;M;775656;1778;1;3;
382;TIKI;Ship;5;2;2858436;4;low;F;847476;2885;1;6;
383;J&T;Ship;5;4;3088260;2;low;F;646380;3501;1;11;
384;JNE;Ship;4;5;2513700;2;low;M;574560;1270;1;5;
385;Ninja Express;Road;4;3;3389904;2;high;M;330372;3123;1;9;
386;JNE;Road;2;5;2614248;2;medium;F;818748;2896;1;3;
387;SiCepat;Road;3;1;3605364;3;medium;M;603288;3698;1;24;
388;TIKI;Road;5;2;2484972;3;low;F;100548;1855;1;29;
389;J&T;Road;4;3;3231900;3;low;F;890568;2587;1;34;
390;JNE;Road;4;2;2398788;4;low;F;287280;1705;1;9;
391;Ninja Express;Road;4;1;3720276;3;low;M;287280;2154;1;25;
392;JNE;Road;4;1;2556792;3;medium;F;904932;1573;1;10;
393;SiCepat;Road;4;4;2556792;4;medium;F;186732;1614;1;5;
394;TIKI;Road;5;4;2427516;2;low;F;287280;1765;1;23;
395;J&T;Road;3;2;3907008;2;low;M;474012;2321;1;8;
396;JNE;Road;4;4;2628612;3;low;M;416556;3251;1;29;
397;Ninja Express;Road;3;4;2944620;3;low;F;143640;2728;1;28;
398;JNE;Road;2;1;1766772;4;low;F;761292;1036;1;5;
399;SiCepat;Road;4;3;2183328;3;low;M;833112;1453;1;31;
400;TIKI;Road;3;1;3160080;2;high;F;574560;3773;1;14;
401;J&T;Road;4;3;1924776;3;low;M;732564;1965;1;16;
402;JNE;Road;3;2;3116988;2;high;M;272916;2992;1;12;
403;Ninja Express;Road;3;2;3806460;3;low;F;703836;2791;1;30;
404;JNE;Road;4;2;3576636;5;medium;M;517104;3836;1;5;
405;SiCepat;Road;5;3;3059532;4;medium;F;718200;2003;1;32;
406;TIKI;Road;2;2;1781136;3;low;F;804384;1494;1;21;
407;J&T;Flight;4;1;2585520;2;low;M;330372;1193;1;23;
408;JNE;Flight;4;5;2772252;3;medium;M;933660;2267;1;13;
409;Ninja Express;Flight;3;2;2757888;3;medium;M;617652;3339;1;23;
410;JNE;Flight;2;5;2384424;3;medium;M;43092;1832;1;30;
411;SiCepat;Flight;3;2;3792096;3;medium;M;71820;3861;1;2;
412;TIKI;Flight;3;4;2872800;2;medium;M;201096;3528;1;9;
413;J&T;Flight;4;3;2039688;4;medium;M;172368;1396;1;28;
414;JNE;Flight;4;1;3088260;2;low;M;459648;3066;1;2;
415;Ninja Express;Flight;2;1;3131352;2;low;M;215460;2745;1;2;
416;JNE;Flight;3;2;1651860;3;low;F;387828;1814;1;18;
417;SiCepat;Flight;4;3;2283876;3;low;M;474012;1330;1;25;
418;TIKI;Flight;5;5;1910412;3;low;M;904932;1218;1;10;
419;J&T;Flight;5;2;2556792;3;low;M;689472;1517;1;1;
420;JNE;Flight;4;2;1924776;2;low;F;617652;1714;1;2;
421;Ninja Express;Flight;3;1;2642976;5;medium;F;833112;2544;1;6;
422;JNE;Flight;4;2;3605364;2;medium;M;344736;2405;1;11;
423;SiCepat;Flight;3;2;2025324;3;low;M;100548;1933;1;11;
424;TIKI;Flight;4;4;3289356;2;medium;M;646380;3776;1;33;
425;J&T;Flight;4;1;2915892;4;low;M;488376;3813;1;17;
426;JNE;Flight;4;3;2269512;3;medium;F;818748;1911;1;25;
427;Ninja Express;Flight;3;4;2398788;3;medium;M;746928;1755;1;29;
428;JNE;Flight;5;4;2829708;4;low;F;574560;3303;1;13;
429;SiCepat;Ship;2;2;2010960;3;low;F;272916;1806;1;26;
430;TIKI;Ship;5;1;2944620;2;medium;M;387828;3569;1;6;
431;J&T;Ship;5;5;2987712;3;low;F;646380;2018;1;33;
432;JNE;Ship;4;2;1378944;3;low;M;316008;1294;1;23;
433;Ninja Express;Ship;6;4;2944620;3;low;F;632016;2064;1;10;
434;JNE;Ship;4;2;3088260;3;medium;F;689472;2953;1;5;
435;SiCepat;Ship;4;1;3102624;3;low;F;617652;2643;1;30;
436;TIKI;Ship;3;1;1608768;2;high;M;316008;1846;1;14;
437;J&T;Ship;5;4;3188808;3;low;F;287280;3632;1;5;
438;JNE;Ship;5;2;2671704;3;medium;F;215460;2153;1;29;
439;Ninja Express;Ship;3;5;3461724;3;medium;M;689472;2841;1;17;
440;JNE;Ship;3;3;2470608;3;low;F;833112;1269;1;18;
441;SiCepat;Ship;3;5;3605364;2;high;M;330372;2426;1;12;
442;TIKI;Ship;5;3;2729160;3;high;M;646380;2628;1;14;
443;J&T;Ship;4;3;2671704;2;medium;F;689472;2805;1;21;
444;JNE;Ship;4;4;2973348;2;medium;M;502740;2596;1;22;
445;Ninja Express;Ship;3;3;1939140;3;low;F;272916;1366;1;6;
446;JNE;Ship;4;4;2714796;2;medium;F;258552;2955;1;28;
447;SiCepat;Ship;4;4;2484972;5;medium;F;732564;1691;1;20;
448;TIKI;Ship;3;4;2786616;3;medium;M;43092;2169;1;13;
449;J&T;Ship;3;1;2628612;3;low;M;272916;3018;1;23;
450;JNE;Ship;4;3;2010960;2;low;F;316008;1248;1;15;
451;Ninja Express;Ship;4;4;3504816;3;medium;F;790020;2782;1;27;
452;JNE;Ship;2;3;2714796;4;low;M;488376;3355;1;17;
453;SiCepat;Ship;3;2;2255148;2;medium;M;761292;1390;1;6;
454;TIKI;Ship;4;1;3950100;10;medium;F;330372;2726;1;8;
455;J&T;Ship;4;5;1910412;3;low;F;761292;1467;1;16;
456;JNE;Ship;4;1;2140236;3;medium;M;775656;1178;1;5;
457;Ninja Express;Ship;3;3;3648456;2;high;M;244188;3153;1;32;
458;JNE;Ship;3;4;2082780;8;low;F;215460;1429;1;24;
459;SiCepat;Ship;3;2;2571156;5;low;F;746928;1991;1;28;
460;TIKI;Ship;5;2;2413152;3;low;M;373464;1526;1;3;
461;J&T;Ship;4;1;2901528;3;medium;F;258552;3940;1;30;
462;JNE;Ship;3;4;3160080;7;low;M;617652;2620;1;1;
463;Ninja Express;Ship;3;4;3504816;8;low;M;14364;2703;1;26;
464;JNE;Ship;4;2;2671704;7;medium;F;574560;3111;1;25;
465;SiCepat;Ship;5;2;3777732;8;medium;M;344736;3139;1;34;
466;TIKI;Ship;3;2;4223016;4;low;F;215460;1318;1;8;
467;J&T;Ship;3;5;3246264;2;medium;F;28728;1043;1;8;
468;JNE;Ship;4;4;2484972;5;medium;F;28728;1175;1;2;
469;Ninja Express;Ship;3;5;2786616;3;medium;F;143640;2277;1;1;
470;JNE;Ship;3;5;2628612;3;low;F;28728;3459;1;34;
471;SiCepat;Ship;4;1;2010960;2;low;M;876204;1770;1;32;
472;TIKI;Ship;4;3;3504816;3;medium;M;114912;3318;1;6;
473;J&T;Ship;2;2;2714796;4;low;M;129276;3413;1;8;
474;JNE;Ship;3;1;2255148;2;medium;F;560196;1525;1;25;
475;Ninja Express;Ship;4;3;3950100;10;medium;M;143640;2093;1;18;
476;JNE;Ship;4;5;1910412;3;low;M;847476;1092;1;15;
477;SiCepat;Ship;4;2;2140236;3;medium;M;373464;1863;1;15;
478;TIKI;Ship;3;4;3648456;2;high;F;588924;3973;1;19;
479;J&T;Ship;3;4;2082780;8;low;F;344736;1594;1;24;
480;JNE;Ship;3;5;2571156;5;low;M;804384;1113;1;26;
481;Ninja Express;Ship;5;4;2413152;3;low;F;186732;1317;1;28;
482;JNE;Ship;4;5;2901528;3;medium;F;660744;3181;1;15;
483;SiCepat;Ship;3;3;3160080;7;low;M;359100;2141;1;13;
484;TIKI;Ship;3;2;3504816;8;low;F;718200;3562;1;11;
485;J&T;Ship;4;3;2671704;7;medium;F;430920;2062;1;15;
486;JNE;Ship;5;5;3777732;8;medium;F;129276;2236;1;3;
487;Ninja Express;Ship;3;1;4223016;4;low;F;359100;1498;1;16;
488;JNE;Ship;4;1;1996596;3;low;F;804384;1811;1;18;
489;SiCepat;Ship;7;5;2757888;3;low;M;660744;1550;1;17;
490;TIKI;Ship;3;3;3375540;3;low;M;71820;3065;1;3;
491;J&T;Ship;2;1;2528064;3;low;F;215460;1996;1;30;
492;JNE;Ship;5;4;3217536;3;low;F;488376;2627;1;12;
493;Ninja Express;Ship;3;4;1838592;3;medium;F;732564;1524;1;28;
494;JNE;Ship;5;4;3246264;5;low;M;675108;2240;1;34;
495;SiCepat;Ship;5;1;2298240;5;medium;F;229824;1526;1;27;
496;TIKI;Ship;3;1;2829708;5;low;M;646380;2224;1;2;
497;J&T;Ship;4;2;3102624;3;low;F;172368;2273;1;24;
498;JNE;Ship;4;4;2858436;2;low;M;129276;3075;1;34;
499;Ninja Express;Ship;5;5;3892644;2;low;M;387828;3957;1;13;
500;JNE;Ship;5;1;2887164;3;low;F;675108;2657;1;27;
501;SiCepat;Ship;3;4;3045168;2;low;M;474012;2021;1;23;
502;TIKI;Ship;3;2;2542428;3;low;M;143640;1641;1;33;
503;J&T;Ship;3;4;2743524;4;medium;F;617652;2903;1;24;
504;JNE;Ship;3;2;2499336;3;low;M;430920;1986;1;19;
505;Ninja Express;Ship;5;3;2326968;2;low;F;201096;1045;1;9;
506;JNE;Ship;3;1;3145716;2;low;F;560196;2696;1;12;
507;SiCepat;Ship;4;4;2226420;3;medium;F;502740;1421;1;3;
508;TIKI;Ship;5;3;3303720;3;medium;F;43092;2923;1;13;
509;J&T;Ship;4;5;2757888;2;medium;F;517104;2497;1;4;
510;JNE;Ship;5;2;3375540;3;low;M;201096;2984;1;34;
511;Ninja Express;Ship;3;2;2872800;3;low;M;660744;3642;1;30;
512;JNE;Ship;5;2;2470608;3;medium;M;933660;1667;1;7;
513;SiCepat;Ship;5;4;2298240;4;low;F;86184;1603;1;12;
514;TIKI;Ship;5;3;3591000;5;low;M;172368;2722;1;2;
515;J&T;Ship;4;2;2499336;3;low;M;129276;1682;1;5;
516;JNE;Ship;3;2;2930256;3;high;F;775656;3608;1;8;
517;Ninja Express;Ship;3;5;3935736;3;medium;F;732564;3476;1;10;
518;JNE;Ship;5;5;3763368;2;medium;F;890568;3744;1;10;
519;SiCepat;Ship;4;5;1982232;3;medium;M;330372;1785;1;13;
520;TIKI;Ship;3;1;3088260;3;medium;F;28728;3873;1;21;
521;J&T;Ship;3;1;2082780;2;low;F;488376;1773;1;31;
522;JNE;Road;4;5;2140236;2;medium;M;804384;1141;1;33;
523;Ninja Express;Road;6;5;3045168;2;medium;M;545832;2359;1;10;
524;JNE;Road;3;1;2226420;3;medium;F;675108;1193;1;33;
525;SiCepat;Road;5;2;2212056;3;low;M;574560;1238;1;6;
526;TIKI;Road;3;3;3576636;3;medium;M;732564;2173;1;2;
527;J&T;Road;5;1;2958984;2;low;M;28728;3490;1;33;
528;JNE;Road;4;5;3375540;3;medium;F;316008;2015;1;3;
529;Ninja Express;Road;5;5;3749004;3;medium;F;114912;3257;1;25;
530;JNE;Road;6;1;3490452;4;high;F;316008;3537;1;23;
531;SiCepat;Road;3;2;3404268;2;high;M;373464;3103;1;12;
532;TIKI;Road;2;4;2571156;2;low;F;272916;1900;1;17;
533;J&T;Road;4;3;2757888;3;low;F;617652;3498;1;12;
534;JNE;Road;3;1;2025324;3;medium;F;560196;1838;1;12;
535;Ninja Express;Road;3;2;3519180;3;low;F;876204;2188;1;6;
536;JNE;Road;4;4;2542428;4;medium;F;459648;1774;1;1;
537;SiCepat;Road;2;3;2212056;4;high;F;244188;1897;1;2;
538;TIKI;Road;4;4;3274992;3;medium;F;172368;3359;1;8;
539;J&T;Road;3;3;2973348;6;high;F;344736;3702;1;32;
540;JNE;Road;4;4;3820824;4;medium;F;474012;2701;1;33;
541;Ninja Express;Road;3;3;2470608;3;medium;F;603288;1707;1;16;
542;JNE;Road;4;3;2039688;3;low;F;502740;1512;1;18;
543;SiCepat;Road;4;5;3131352;3;low;F;574560;3200;1;29;
544;TIKI;Flight;3;3;3318084;2;low;M;660744;2962;1;10;
545;J&T;Flight;4;2;2585520;3;low;F;675108;1434;1;33;
546;JNE;Flight;3;1;2413152;3;low;M;660744;1886;1;13;
547;Ninja Express;Flight;5;5;2111508;4;high;F;603288;1642;1;27;
548;JNE;Flight;5;4;3519180;5;low;M;86184;3592;1;15;
549;SiCepat;Flight;2;4;2614248;3;medium;M;675108;3792;1;1;
550;TIKI;Flight;3;4;2528064;3;medium;F;114912;1567;1;24;
551;J&T;Flight;5;3;2829708;4;medium;F;732564;2917;1;8;
552;JNE;Flight;3;5;3346812;3;medium;M;746928;3519;1;3;
553;Ninja Express;Flight;3;4;2240784;2;low;M;114912;1145;1;22;
554;JNE;Flight;2;3;3691548;4;medium;F;746928;2073;1;34;
555;SiCepat;Flight;5;4;3591000;3;low;F;158004;3373;1;7;
556;TIKI;Flight;5;4;2714796;5;low;M;43092;3301;1;8;
557;J&T;Flight;3;3;3662820;2;high;M;100548;3311;1;21;
558;JNE;Flight;2;3;2844072;2;medium;M;402192;3514;1;14;
559;Ninja Express;Flight;4;2;2355696;3;medium;M;215460;1489;1;4;
560;JNE;Flight;5;2;3892644;3;medium;M;459648;3785;1;4;
561;SiCepat;Flight;3;1;2657340;2;medium;F;488376;3299;1;8;
562;TIKI;Flight;2;5;2255148;6;high;F;244188;1764;1;7;
563;J&T;Flight;3;2;1967868;2;medium;M;244188;1673;1;19;
564;JNE;Flight;3;3;3289356;3;low;M;201096;2164;1;32;
565;Ninja Express;Flight;3;3;3361176;2;medium;F;560196;2449;1;10;
566;JNE;Ship;4;3;3102624;2;low;M;746928;3578;1;21;
567;SiCepat;Ship;3;1;2341332;4;low;F;287280;1940;1;10;
568;TIKI;Ship;5;2;3849552;3;low;M;272916;2526;1;32;
569;J&T;Ship;3;3;2944620;5;medium;M;502740;2988;1;9;
570;JNE;Ship;4;5;3806460;2;medium;F;258552;2969;1;16;
571;Ninja Express;Ship;2;2;3389904;3;medium;M;43092;3416;1;24;
572;JNE;Ship;4;1;1896048;3;low;M;904932;1901;1;3;
573;SiCepat;Ship;3;4;3361176;2;medium;M;660744;3108;1;10;
574;TIKI;Ship;4;3;1551312;6;low;F;316008;1745;1;11;
575;J&T;Ship;4;2;3964464;2;low;M;775656;3706;1;17;
576;JNE;Ship;4;2;2571156;4;low;M;14364;1063;1;13;
577;Ninja Express;Ship;4;1;3303720;3;medium;M;574560;2225;1;17;
578;JNE;Ship;3;2;3016440;3;medium;F;617652;2096;1;23;
579;SiCepat;Ship;3;2;2484972;3;low;F;215460;1992;1;2;
580;TIKI;Ship;2;5;2887164;3;medium;F;416556;3894;1;33;
581;J&T;Ship;3;3;3073896;2;low;M;301644;3342;1;18;
582;JNE;Ship;4;2;3102624;2;medium;F;316008;3024;1;15;
583;Ninja Express;Ship;2;5;2068416;3;medium;M;876204;1313;1;18;
584;JNE;Ship;5;5;2614248;3;medium;F;387828;3039;1;25;
585;SiCepat;Ship;3;3;2341332;2;medium;F;689472;1369;1;31;
586;TIKI;Ship;3;3;3361176;3;medium;F;114912;2334;1;18;
587;J&T;Ship;3;2;2269512;3;high;F;847476;1307;1;5;
588;JNE;Ship;3;5;2786616;2;medium;M;57456;3496;1;11;
589;Ninja Express;Ship;3;1;2887164;6;medium;F;43092;2497;1;4;
590;JNE;Ship;3;2;2556792;2;medium;F;847476;1933;1;12;
591;SiCepat;Ship;4;1;3073896;5;medium;M;732564;2669;1;20;
592;TIKI;Ship;3;3;4036284;2;medium;M;790020;3047;1;31;
593;J&T;Ship;3;2;3734640;3;medium;F;28728;2176;1;17;
594;JNE;Ship;3;2;2872800;2;medium;F;660744;3174;1;11;
595;Ninja Express;Ship;5;3;3002076;2;high;F;703836;2581;1;7;
596;JNE;Ship;3;1;2657340;3;low;M;876204;3280;1;22;
597;SiCepat;Ship;4;3;3303720;3;low;F;890568;2236;1;13;
598;TIKI;Ship;3;4;1924776;3;medium;F;445284;1540;1;10;
599;J&T;Ship;4;5;3878280;2;low;F;488376;2821;1;4;
600;JNE;Ship;4;1;2010960;3;medium;F;14364;1464;1;20;
601;Ninja Express;Ship;6;3;1910412;5;medium;M;459648;1367;1;14;
602;JNE;Ship;3;4;2082780;3;medium;M;632016;1218;1;32;
603;SiCepat;Ship;4;3;2958984;3;medium;M;833112;2135;1;4;
604;TIKI;Ship;3;1;2326968;2;low;F;746928;1125;1;20;
605;J&T;Ship;4;3;2686068;2;low;F;833112;3665;1;30;
606;JNE;Ship;4;4;2384424;5;low;F;775656;1203;1;2;
607;Ninja Express;Ship;4;5;2556792;3;low;F;689472;1819;1;6;
608;JNE;Ship;3;1;2398788;2;high;F;488376;1967;1;29;
609;SiCepat;Ship;4;4;3217536;3;high;M;861840;3145;1;12;
610;TIKI;Ship;4;4;2269512;3;medium;M;158004;1224;1;28;
611;J&T;Ship;3;4;1924776;2;medium;M;617652;1198;1;17;
612;JNE;Ship;4;2;2111508;2;medium;F;287280;1387;1;2;
613;Ninja Express;Ship;4;3;2686068;3;low;M;876204;2207;1;3;
614;JNE;Ship;4;5;3547908;2;medium;F;258552;2404;1;17;
615;SiCepat;Ship;5;4;2614248;4;high;M;287280;2212;1;25;
616;TIKI;Ship;4;1;2542428;4;medium;F;474012;1049;1;34;
617;J&T;Ship;5;5;2054052;2;high;F;258552;1066;1;8;
618;JNE;Ship;5;3;3519180;2;medium;F;114912;3231;1;14;
619;Ninja Express;Ship;4;1;1910412;4;medium;M;919296;1834;1;29;
620;JNE;Ship;3;5;3217536;2;low;M;186732;3891;1;24;
621;SiCepat;Ship;2;5;3806460;2;low;F;718200;3859;1;19;
622;TIKI;Ship;4;1;1982232;2;low;M;402192;1528;1;17;
623;J&T;Ship;3;4;3634092;3;low;M;86184;3788;1;4;
624;JNE;Ship;4;1;2370060;3;medium;M;732564;1293;1;9;
625;Ninja Express;Ship;4;3;3806460;3;low;F;933660;3578;1;20;
626;JNE;Ship;3;2;3418632;3;high;F;775656;3142;1;2;
627;SiCepat;Ship;5;2;3389904;3;low;F;732564;3402;1;34;
628;TIKI;Ship;4;2;2729160;5;high;F;545832;3022;1;10;
629;J&T;Ship;6;1;1493856;4;medium;F;330372;1442;1;6;
630;JNE;Ship;4;5;3519180;2;low;F;272916;2616;1;16;
631;Ninja Express;Ship;3;1;2226420;3;medium;F;387828;1022;1;6;
632;JNE;Ship;3;2;3346812;3;low;M;904932;2143;1;33;
633;SiCepat;Ship;4;3;2456244;4;low;F;790020;1539;1;15;
634;TIKI;Ship;2;3;2355696;2;low;M;804384;1491;1;5;
635;J&T;Ship;3;1;2025324;3;low;M;86184;1361;1;28;
636;JNE;Ship;5;3;3820824;2;low;F;876204;2118;1;15;
637;Ninja Express;Ship;3;4;2757888;2;low;F;804384;3765;1;8;
638;JNE;Ship;3;3;3289356;6;medium;F;876204;2298;1;30;
639;SiCepat;Ship;6;2;3863916;4;medium;M;545832;3171;1;7;
640;TIKI;Ship;3;4;3547908;4;low;M;847476;2939;1;9;
641;J&T;Ship;4;4;2255148;2;low;F;28728;1087;1;21;
642;JNE;Ship;3;2;2125872;3;medium;F;919296;1280;1;12;
643;Ninja Express;Ship;4;1;3447360;2;low;M;201096;2437;1;13;
644;JNE;Ship;4;3;2829708;4;medium;M;833112;3617;1;5;
645;SiCepat;Ship;6;4;1738044;5;low;M;330372;1734;1;18;
646;TIKI;Ship;4;2;1781136;3;high;M;861840;1107;1;23;
647;J&T;Ship;4;2;2197692;3;medium;F;761292;1185;1;26;
648;JNE;Ship;5;2;1508220;4;high;M;14364;1622;1;16;
649;Ninja Express;Ship;4;3;2901528;3;medium;M;28728;3962;1;24;
650;JNE;Ship;5;4;2326968;2;low;F;775656;1635;1;5;
651;SiCepat;Ship;3;4;2355696;3;medium;M;186732;1158;1;13;
652;TIKI;Ship;3;2;3318084;4;medium;M;689472;3370;1;27;
653;J&T;Ship;5;2;3002076;4;medium;F;172368;2933;1;12;
654;JNE;Ship;3;1;2255148;2;high;M;272916;1898;1;13;
655;Ninja Express;Ship;4;5;3576636;2;low;M;57456;2725;1;28;
656;JNE;Ship;2;3;3792096;2;low;F;904932;2896;1;29;
657;SiCepat;Ship;3;1;1594404;4;low;M;876204;1844;1;2;
658;TIKI;Ship;3;1;3476088;3;medium;F;143640;3606;1;14;
659;J&T;Road;4;4;2427516;3;low;M;330372;1058;1;22;
660;JNE;Road;5;3;1982232;2;low;M;186732;1056;1;16;
661;Ninja Express;Road;5;1;2269512;3;low;M;129276;1483;1;14;
662;JNE;Road;5;3;2097144;4;low;M;71820;1718;1;25;
663;SiCepat;Road;4;4;3131352;5;medium;F;517104;2995;1;32;
664;TIKI;Road;3;2;2556792;2;medium;F;316008;1247;1;13;
665;J&T;Road;4;5;2829708;3;low;F;488376;3784;1;27;
666;JNE;Road;3;3;3490452;2;medium;M;244188;3230;1;29;
667;Ninja Express;Road;5;2;3648456;4;high;M;531468;2608;1;25;
668;JNE;Road;3;1;3404268;4;low;M;474012;2782;1;24;
669;SiCepat;Road;5;1;2571156;3;low;F;890568;1945;1;12;
670;TIKI;Road;3;2;2714796;3;medium;M;545832;2108;1;31;
671;J&T;Road;4;3;3504816;3;medium;M;14364;3982;1;15;
672;JNE;Road;3;3;3820824;2;medium;M;660744;3594;1;34;
673;Ninja Express;Road;5;4;3777732;3;high;M;143640;2538;1;1;
674;JNE;Road;3;2;3547908;2;medium;M;560196;3189;1;16;
675;SiCepat;Road;4;5;2901528;3;low;F;86184;2616;1;17;
676;TIKI;Road;4;4;3260628;3;medium;F;14364;2761;1;15;
677;J&T;Road;4;5;2714796;2;low;F;215460;2457;1;21;
678;JNE;Road;6;4;2298240;2;low;F;445284;1689;1;20;
679;Ninja Express;Road;3;3;1680588;3;medium;M;804384;1618;1;12;
680;JNE;Road;3;1;2901528;2;high;M;746928;2312;1;29;
681;SiCepat;Flight;4;3;2887164;3;medium;F;775656;2487;1;30;
682;TIKI;Flight;3;4;3921372;2;medium;F;560196;2651;1;2;
683;J&T;Flight;4;4;2054052;2;medium;M;833112;1038;1;10;
684;JNE;Flight;4;5;1967868;4;high;M;416556;1262;1;28;
685;Ninja Express;Flight;5;5;3389904;3;high;M;488376;3455;1;31;
686;JNE;Flight;4;2;3461724;2;low;M;244188;3844;1;33;
687;SiCepat;Flight;4;2;2686068;2;low;F;86184;3625;1;30;
688;TIKI;Flight;4;5;3921372;2;high;M;904932;3516;1;12;
689;J&T;Flight;5;2;2441880;3;low;M;215460;1314;1;10;
690;JNE;Flight;3;5;1982232;3;low;F;531468;1266;1;5;
691;Ninja Express;Flight;5;4;2154600;2;low;M;861840;1034;1;31;
692;JNE;Flight;5;5;2010960;3;high;F;603288;1384;1;6;
693;SiCepat;Flight;4;1;3591000;2;low;M;244188;3544;1;34;
694;TIKI;Flight;3;3;2973348;7;medium;M;272916;2182;1;15;
695;J&T;Flight;4;4;3073896;3;low;M;517104;2684;1;18;
696;JNE;Flight;4;1;2571156;3;low;M;904932;1215;1;1;
697;Ninja Express;Flight;5;1;2140236;4;medium;F;287280;1110;1;2;
698;JNE;Flight;3;5;2168964;2;low;F;229824;1422;1;24;
699;SiCepat;Flight;4;3;3792096;3;medium;M;330372;2376;1;22;
700;TIKI;Flight;6;5;1623132;3;high;M;445284;1037;1;31;
701;J&T;Flight;6;1;4036284;3;medium;F;517104;2536;1;30;
702;JNE;Flight;4;2;2829708;7;medium;M;617652;3730;1;23;
703;Ninja Express;Ship;3;4;3806460;8;low;F;502740;3299;1;30;
704;JNE;Ship;4;2;3720276;3;low;F;675108;3764;1;27;
705;SiCepat;Ship;5;1;2872800;8;low;F;258552;3806;1;25;
706;TIKI;Ship;2;4;1594404;2;high;M;861840;1787;1;30;
707;J&T;Ship;3;5;3203172;3;medium;M;761292;3670;1;13;
708;JNE;Ship;3;3;3461724;3;low;M;71820;2713;1;11;
709;Ninja Express;Ship;4;1;1996596;3;low;F;359100;1152;1;27;
710;JNE;Ship;7;1;2757888;3;low;M;545832;1372;1;13;
711;SiCepat;Ship;3;4;1680588;3;medium;M;330372;1527;1;21;
712;TIKI;Ship;3;1;2901528;2;high;F;301644;3120;1;26;
713;J&T;Ship;4;2;2887164;3;medium;F;560196;2066;1;3;
714;JNE;Ship;3;3;3921372;2;medium;F;229824;2466;1;27;
715;Ninja Express;Ship;4;3;2054052;2;medium;F;919296;1910;1;32;
716;JNE;Ship;4;1;1967868;4;high;M;215460;1391;1;33;
717;SiCepat;Ship;5;3;3389904;3;high;F;675108;3519;1;34;
718;TIKI;Ship;4;1;3461724;2;low;F;560196;2935;1;5;
719;J&T;Ship;4;5;2686068;2;low;M;632016;3218;1;28;
720;JNE;Ship;4;3;3921372;2;high;M;617652;3462;1;7;
721;Ninja Express;Ship;5;3;2441880;3;low;F;172368;1018;1;31;
722;JNE;Ship;3;4;1982232;3;low;F;775656;1648;1;23;
723;SiCepat;Ship;5;3;2154600;2;low;M;28728;1682;1;27;
724;TIKI;Ship;5;4;2010960;3;high;F;804384;1332;1;14;
725;J&T;Ship;4;3;3591000;2;low;F;660744;2878;1;28;
726;JNE;Ship;3;4;2973348;7;medium;F;660744;2670;1;2;
727;Ninja Express;Ship;4;2;3073896;3;low;F;258552;2574;1;9;
728;JNE;Ship;4;3;2571156;3;low;M;646380;1903;1;3;
729;SiCepat;Ship;5;2;2140236;4;medium;M;689472;1068;1;15;
730;TIKI;Ship;3;1;2168964;2;low;F;57456;1748;1;23;
731;J&T;Ship;4;5;3792096;3;medium;M;229824;2245;1;16;
732;JNE;Ship;6;5;1623132;3;high;F;502740;1402;1;17;
733;Ninja Express;Ship;6;3;4036284;3;medium;M;158004;2135;1;33;
734;JNE;Ship;4;4;2829708;7;medium;F;316008;2065;1;18;
735;SiCepat;Ship;3;4;3806460;8;low;M;28728;3622;1;15;
736;TIKI;Ship;4;1;3720276;3;low;M;560196;2427;1;29;
737;J&T;Ship;5;3;2872800;8;low;F;129276;2741;1;26;
738;JNE;Ship;2;1;1594404;2;high;F;143640;1920;1;9;
739;Ninja Express;Ship;3;2;3203172;3;medium;F;86184;2127;1;28;
740;JNE;Ship;3;2;3461724;3;low;M;316008;3030;1;12;
741;SiCepat;Ship;4;5;1996596;3;low;F;933660;1277;1;19;
742;TIKI;Ship;7;4;2757888;3;low;F;474012;1694;1;5;
743;J&T;Ship;3;5;2585520;4;medium;F;847476;1481;1;15;
744;JNE;Ship;3;3;2197692;5;low;M;502740;1089;1;19;
745;Ninja Express;Ship;2;4;4021920;4;low;M;689472;1463;1;22;
746;JNE;Ship;7;5;3490452;5;medium;M;402192;1100;1;20;
747;SiCepat;Ship;3;4;3073896;2;low;M;718200;3881;1;7;
748;TIKI;Ship;4;4;2542428;2;low;M;86184;1112;1;13;
749;J&T;Ship;3;2;2614248;3;medium;F;560196;3828;1;20;
750;JNE;Ship;4;5;2657340;3;medium;M;244188;2824;1;29;
751;Ninja Express;Ship;3;3;2054052;3;medium;M;330372;1281;1;34;
752;JNE;Ship;3;3;2326968;3;medium;M;100548;1901;1;14;
753;SiCepat;Ship;3;1;2456244;2;low;M;488376;1999;1;28;
754;TIKI;Ship;5;1;3260628;3;low;F;201096;2589;1;19;
755;J&T;Ship;3;5;2944620;6;low;F;359100;2232;1;24;
756;JNE;Ship;3;5;3705912;3;low;M;244188;3033;1;11;
757;Ninja Express;Ship;4;5;2800980;5;medium;F;143640;3537;1;3;
758;JNE;Ship;4;1;3217536;2;low;M;114912;3638;1;8;
759;SiCepat;Ship;2;5;2757888;6;low;F;588924;2673;1;22;
760;TIKI;Ship;3;3;2901528;3;medium;F;502740;3986;1;26;
761;J&T;Ship;5;3;3375540;2;medium;F;172368;3358;1;5;
762;JNE;Ship;3;4;3131352;3;low;M;316008;3818;1;28;
